ENSMUSG00000025558	Dock9	dedicator of cytokinesis 9 [Source:MGI Symbol%3BAcc:MGI:106321]
ENSMUSG00000041765	Ubac2	ubiquitin associated domain containing 2 [Source:MGI Symbol%3BAcc:MGI:1916139]
ENSMUSG00000050350	Gpr18	G protein-coupled receptor 18 [Source:MGI Symbol%3BAcc:MGI:107859]
ENSMUSG00000051212	Gpr183	G protein-coupled receptor 183 [Source:MGI Symbol%3BAcc:MGI:2442034]
ENSMUSG00000071229	Timm8a2	translocase of inner mitochondrial membrane 8A2 [Source:MGI Symbol%3BAcc:MGI:3615492]
ENSMUSG00000025544	Tm9sf2	transmembrane 9 superfamily member 2 [Source:MGI Symbol%3BAcc:MGI:1915309]
ENSMUSG00000025545	Clybl	citrate lyase beta like [Source:MGI Symbol%3BAcc:MGI:1916884]
ENSMUSG00000041703	Zic5	zinc finger protein of the cerebellum 5 [Source:MGI Symbol%3BAcc:MGI:1929518]
ENSMUSG00000061524	Zic2	zinc finger protein of the cerebellum 2 [Source:MGI Symbol%3BAcc:MGI:106679]
ENSMUSG00000041650	Pcca	propionyl-Coenzyme A carboxylase%2C alpha polypeptide [Source:MGI Symbol%3BAcc:MGI:97499]
ENSMUSG00000115264	Gm49260	predicted gene%2C 49260 [Source:MGI Symbol%3BAcc:MGI:6118734]
ENSMUSG00000041625	Ggact	gamma-glutamylamine cyclotransferase [Source:MGI Symbol%3BAcc:MGI:2385008]
ENSMUSG00000041594	Tmtc4	transmembrane and tetratricopeptide repeat containing 4 [Source:MGI Symbol%3BAcc:MGI:1921050]
ENSMUSG00000000197	Nalcn	sodium leak channel%2C non-selective [Source:MGI Symbol%3BAcc:MGI:2444306]
ENSMUSG00000115674	Gm49297	predicted gene%2C 49297 [Source:MGI Symbol%3BAcc:MGI:6118791]
ENSMUSG00000032925	Itgbl1	integrin%2C beta-like 1 [Source:MGI Symbol%3BAcc:MGI:2443439]
ENSMUSG00000025551	Fgf14	fibroblast growth factor 14 [Source:MGI Symbol%3BAcc:MGI:109189]
ENSMUSG00000114970	Gm49069	predicted gene%2C 49069 [Source:MGI Symbol%3BAcc:MGI:6118452]
ENSMUSG00000064373	Selenop	selenoprotein P [Source:MGI Symbol%3BAcc:MGI:894288]
ENSMUSG00000091119	Ccdc152	coiled-coil domain containing 152 [Source:MGI Symbol%3BAcc:MGI:3641617]
ENSMUSG00000055737	Ghr	growth hormone receptor [Source:MGI Symbol%3BAcc:MGI:95708]
ENSMUSG00000022184	Fbxo4	F-box protein 4 [Source:MGI Symbol%3BAcc:MGI:2146220]
ENSMUSG00000041935	Rimoc1	RAB7A interacting MON1-CCZ1 complex subunit 1 [Source:MGI Symbol%3BAcc:MGI:2146232]
ENSMUSG00000022186	Oxct1	3-oxoacid CoA transferase 1 [Source:MGI Symbol%3BAcc:MGI:1914291]
ENSMUSG00000049148	Plcxd3	phosphatidylinositol-specific phospholipase C%2C X domain containing 3 [Source:MGI Symbol%3BAcc:MGI:2442605]
ENSMUSG00000022181	C6	complement component 6 [Source:MGI Symbol%3BAcc:MGI:88233]
ENSMUSG00000022155	Mroh2b	maestro heat-like repeat family member 2B [Source:MGI Symbol%3BAcc:MGI:1921905]
ENSMUSG00000079105	C7	complement component 7 [Source:MGI Symbol%3BAcc:MGI:88235]
ENSMUSG00000041849	Card6	caspase recruitment domain family%2C member 6 [Source:MGI Symbol%3BAcc:MGI:3032959]
ENSMUSG00000041841	Rpl37	ribosomal protein L37 [Source:MGI Symbol%3BAcc:MGI:1914531]
ENSMUSG00000050697	Prkaa1	protein kinase%2C AMP-activated%2C alpha 1 catalytic subunit [Source:MGI Symbol%3BAcc:MGI:2145955]
ENSMUSG00000022151	Ttc33	tetratricopeptide repeat domain 33 [Source:MGI Symbol%3BAcc:MGI:1914765]
ENSMUSG00000039942	Ptger4	prostaglandin E receptor 4 (subtype EP4) [Source:MGI Symbol%3BAcc:MGI:104311]
ENSMUSG00000022150	Dab2	disabled 2%2C mitogen-responsive phosphoprotein [Source:MGI Symbol%3BAcc:MGI:109175]
ENSMUSG00000022149	C9	complement component 9 [Source:MGI Symbol%3BAcc:MGI:1098282]
ENSMUSG00000022148	Fyb	FYN binding protein [Source:MGI Symbol%3BAcc:MGI:1346327]
ENSMUSG00000050310	Rictor	RPTOR independent companion of MTOR%2C complex 2 [Source:MGI Symbol%3BAcc:MGI:1926007]
ENSMUSG00000022146	Osmr	oncostatin M receptor [Source:MGI Symbol%3BAcc:MGI:1330819]
ENSMUSG00000104334	Gm38282	predicted gene%2C 38282 [Source:MGI Symbol%3BAcc:MGI:5611510]
ENSMUSG00000054263	Lifr	LIF receptor alpha [Source:MGI Symbol%3BAcc:MGI:96788]
ENSMUSG00000042961	Egflam	EGF-like%2C fibronectin type III and laminin G domains [Source:MGI Symbol%3BAcc:MGI:2146149]
ENSMUSG00000103142	Gm37743	predicted gene%2C 37743 [Source:MGI Symbol%3BAcc:MGI:5610971]
ENSMUSG00000022144	Gdnf	glial cell line derived neurotrophic factor [Source:MGI Symbol%3BAcc:MGI:107430]
ENSMUSG00000039828	Wdr70	WD repeat domain 70 [Source:MGI Symbol%3BAcc:MGI:1921020]
ENSMUSG00000022142	Nup155	nucleoporin 155 [Source:MGI Symbol%3BAcc:MGI:2181182]
ENSMUSG00000039801	Cplane1	ciliogenesis and planar polarity effector 1 [Source:MGI Symbol%3BAcc:MGI:1920942]
ENSMUSG00000022141	Nipbl	NIPBL cohesin loading factor [Source:MGI Symbol%3BAcc:MGI:1913976]
ENSMUSG00000005360	Slc1a3	solute carrier family 1 (glial high affinity glutamate transporter)%2C member 3 [Source:MGI Symbol%3BAcc:MGI:99917]
ENSMUSG00000103047	Gm37310	predicted gene%2C 37310 [Source:MGI Symbol%3BAcc:MGI:5610538]
ENSMUSG00000048424	Ranbp3l	RAN binding protein 3-like [Source:MGI Symbol%3BAcc:MGI:2444654]
ENSMUSG00000022253	Nadk2	NAD kinase 2%2C mitochondrial [Source:MGI Symbol%3BAcc:MGI:1915896]
ENSMUSG00000054115	Skp2	S-phase kinase-associated protein 2 [Source:MGI Symbol%3BAcc:MGI:1351663]
ENSMUSG00000039704	Lmbrd2	LMBR1 domain containing 2 [Source:MGI Symbol%3BAcc:MGI:2444173]
ENSMUSG00000072664	Ugt3a1	UDP glycosyltransferases 3 family%2C polypeptide A1 [Source:MGI Symbol%3BAcc:MGI:2146055]
ENSMUSG00000049152	Ugt3a2	UDP glycosyltransferases 3 family%2C polypeptide A2 [Source:MGI Symbol%3BAcc:MGI:2145969]
ENSMUSG00000039676	Capsl	calcyphosine-like [Source:MGI Symbol%3BAcc:MGI:1922818]
ENSMUSG00000003882	Il7r	interleukin 7 receptor [Source:MGI Symbol%3BAcc:MGI:96562]
ENSMUSG00000072663	Spef2	sperm flagellar 2 [Source:MGI Symbol%3BAcc:MGI:2443727]
ENSMUSG00000005268	Prlr	prolactin receptor [Source:MGI Symbol%3BAcc:MGI:97763]
ENSMUSG00000094814	Gm21973	predicted gene 21973 [Source:MGI Symbol%3BAcc:MGI:5439442]
ENSMUSG00000089678	Agxt2	alanine-glyoxylate aminotransferase 2 [Source:MGI Symbol%3BAcc:MGI:2146052]
ENSMUSG00000044224	Dnajc21	DnaJ heat shock protein family (Hsp40) member C21 [Source:MGI Symbol%3BAcc:MGI:1925371]
ENSMUSG00000022247	Brix1	BRX1%2C biogenesis of ribosomes [Source:MGI Symbol%3BAcc:MGI:1915082]
ENSMUSG00000022248	Rad1	RAD1 checkpoint DNA exonuclease [Source:MGI Symbol%3BAcc:MGI:1316678]
ENSMUSG00000022249	Ttc23l	tetratricopeptide repeat domain 23-like [Source:MGI Symbol%3BAcc:MGI:1923027]
ENSMUSG00000022246	Rai14	retinoic acid induced 14 [Source:MGI Symbol%3BAcc:MGI:1922896]
ENSMUSG00000058914	C1qtnf3	C1q and tumor necrosis factor related protein 3 [Source:MGI Symbol%3BAcc:MGI:1932136]
ENSMUSG00000022244	Amacr	alpha-methylacyl-CoA racemase [Source:MGI Symbol%3BAcc:MGI:1098273]
ENSMUSG00000022243	Slc45a2	solute carrier family 45%2C member 2 [Source:MGI Symbol%3BAcc:MGI:2153040]
ENSMUSG00000060735	Rxfp3	relaxin family peptide receptor 3 [Source:MGI Symbol%3BAcc:MGI:2441827]
ENSMUSG00000047497	Adamts12	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif%2C 12 [Source:MGI Symbol%3BAcc:MGI:2146046]
ENSMUSG00000022241	Tars	threonyl-tRNA synthetase [Source:MGI Symbol%3BAcc:MGI:106314]
ENSMUSG00000022206	Npr3	natriuretic peptide receptor 3 [Source:MGI Symbol%3BAcc:MGI:97373]
ENSMUSG00000022205	Sub1	SUB1 homolog%2C transcriptional regulator [Source:MGI Symbol%3BAcc:MGI:104811]
ENSMUSG00000022201	Zfr	zinc finger RNA binding protein [Source:MGI Symbol%3BAcc:MGI:1341890]
ENSMUSG00000039458	Mtmr12	myotubularin related protein 12 [Source:MGI Symbol%3BAcc:MGI:2443034]
ENSMUSG00000097221	1810049J17Rik	RIKEN cDNA 1810049J17 gene [Source:MGI Symbol%3BAcc:MGI:3704453]
ENSMUSG00000022200	Golph3	golgi phosphoprotein 3 [Source:MGI Symbol%3BAcc:MGI:1913879]
ENSMUSG00000022197	Pdzd2	PDZ domain containing 2 [Source:MGI Symbol%3BAcc:MGI:1922394]
ENSMUSG00000103130	F830212C03Rik	RIKEN cDNA F830212C03 gene [Source:MGI Symbol%3BAcc:MGI:3641876]
ENSMUSG00000022195	6030458C11Rik	RIKEN cDNA 6030458C11 gene [Source:MGI Symbol%3BAcc:MGI:1925127]
ENSMUSG00000022191	Drosha	drosha%2C ribonuclease type III [Source:MGI Symbol%3BAcc:MGI:1261425]
ENSMUSG00000039385	Cdh6	cadherin 6 [Source:MGI Symbol%3BAcc:MGI:107435]
ENSMUSG00000025370	Cdh9	cadherin 9 [Source:MGI Symbol%3BAcc:MGI:107433]
ENSMUSG00000022321	Cdh10	cadherin 10 [Source:MGI Symbol%3BAcc:MGI:107436]
ENSMUSG00000115717	Gm49161	predicted gene%2C 49161 [Source:MGI Symbol%3BAcc:MGI:6118584]
ENSMUSG00000102810	Gm37815	predicted gene%2C 37815 [Source:MGI Symbol%3BAcc:MGI:5611043]
ENSMUSG00000040452	Cdh12	cadherin 12 [Source:MGI Symbol%3BAcc:MGI:109503]
ENSMUSG00000115155	Gm49182	predicted gene%2C 49182 [Source:MGI Symbol%3BAcc:MGI:6118619]
ENSMUSG00000047565	Acot10	acyl-CoA thioesterase 10 [Source:MGI Symbol%3BAcc:MGI:1928940]
ENSMUSG00000103296	Gm38234	predicted gene%2C 38234 [Source:MGI Symbol%3BAcc:MGI:5611462]
ENSMUSG00000115708	Gm49187	predicted gene%2C 49187 [Source:MGI Symbol%3BAcc:MGI:6118625]
ENSMUSG00000040420	Cdh18	cadherin 18 [Source:MGI Symbol%3BAcc:MGI:1344366]
ENSMUSG00000115129	Gm48916	predicted gene%2C 48916 [Source:MGI Symbol%3BAcc:MGI:6118224]
ENSMUSG00000115586	Gm48918	predicted gene%2C 48918 [Source:MGI Symbol%3BAcc:MGI:6118228]
ENSMUSG00000115840	5830426I08Rik	RIKEN cDNA 5830426I08 gene [Source:MGI Symbol%3BAcc:MGI:1925317]
ENSMUSG00000103315	Gm38341	predicted gene%2C 38341 [Source:MGI Symbol%3BAcc:MGI:5611569]
ENSMUSG00000045763	Basp1	brain abundant%2C membrane attached signal protein 1 [Source:MGI Symbol%3BAcc:MGI:1917600]
ENSMUSG00000022272	Myo10	myosin X [Source:MGI Symbol%3BAcc:MGI:107716]
ENSMUSG00000115252	Gm48996	predicted gene%2C 48996 [Source:MGI Symbol%3BAcc:MGI:6118344]
ENSMUSG00000022270	Retreg1	reticulophagy regulator 1 [Source:MGI Symbol%3BAcc:MGI:1913520]
ENSMUSG00000052253	Zfp622	zinc finger protein 622 [Source:MGI Symbol%3BAcc:MGI:1289282]
ENSMUSG00000022269	Marchf11	membrane associated ring-CH-type finger 11 [Source:MGI Symbol%3BAcc:MGI:3608327]
ENSMUSG00000043556	Fbxl7	F-box and leucine-rich repeat protein 7 [Source:MGI Symbol%3BAcc:MGI:3052506]
ENSMUSG00000115399	9430068D22Rik	RIKEN cDNA 9430068D22 gene [Source:MGI Symbol%3BAcc:MGI:1924554]
ENSMUSG00000115647	Gm49265	predicted gene%2C 49265 [Source:MGI Symbol%3BAcc:MGI:6118742]
ENSMUSG00000115131	Gm49268	predicted gene%2C 49268 [Source:MGI Symbol%3BAcc:MGI:6118748]
ENSMUSG00000115381	Gm49266	predicted gene%2C 49266 [Source:MGI Symbol%3BAcc:MGI:6118744]
ENSMUSG00000022265	Ank	progressive ankylosis [Source:MGI Symbol%3BAcc:MGI:3045421]
ENSMUSG00000115568	Tiaf2	TGF-beta1-induced anti-apoptotic factor 2 [Source:MGI Symbol%3BAcc:MGI:2651383]
ENSMUSG00000115543	B230362B09Rik	RIKEN cDNA B230362B09 gene [Source:MGI Symbol%3BAcc:MGI:2442793]
ENSMUSG00000046034	Otulin	OTU deubiquitinase with linear linkage specificity [Source:MGI Symbol%3BAcc:MGI:3577015]
ENSMUSG00000056069	Otulinl	OTU deubiquitinase with linear linkage specificity like [Source:MGI Symbol%3BAcc:MGI:2687281]
ENSMUSG00000022263	Trio	triple functional domain (PTPRF interacting) [Source:MGI Symbol%3BAcc:MGI:1927230]
ENSMUSG00000115641	Gm9891	predicted gene 9891 [Source:MGI Symbol%3BAcc:MGI:3642023]
ENSMUSG00000115161	Gm20555	predicted gene%2C 20555 [Source:MGI Symbol%3BAcc:MGI:5295662]
ENSMUSG00000115806	Gm49234	predicted gene%2C 49234 [Source:MGI Symbol%3BAcc:MGI:6118697]
ENSMUSG00000022262	Dnah5	dynein%2C axonemal%2C heavy chain 5 [Source:MGI Symbol%3BAcc:MGI:107718]
ENSMUSG00000115459	Gm49280	predicted gene%2C 49280 [Source:MGI Symbol%3BAcc:MGI:6118764]
ENSMUSG00000022240	Ctnnd2	catenin (cadherin associated protein)%2C delta 2 [Source:MGI Symbol%3BAcc:MGI:1195966]
ENSMUSG00000115073	Gm49283	predicted gene%2C 49283 [Source:MGI Symbol%3BAcc:MGI:6118769]
ENSMUSG00000039168	Dap	death-associated protein [Source:MGI Symbol%3BAcc:MGI:1918190]
ENSMUSG00000115418	Gm49296	predicted gene%2C 49296 [Source:MGI Symbol%3BAcc:MGI:6118789]
ENSMUSG00000022237	Ankrd33b	ankyrin repeat domain 33B [Source:MGI Symbol%3BAcc:MGI:1917904]
ENSMUSG00000115406	Gm49300	predicted gene%2C 49300 [Source:MGI Symbol%3BAcc:MGI:6118795]
ENSMUSG00000022236	Ropn1l	ropporin 1-like [Source:MGI Symbol%3BAcc:MGI:2182357]
ENSMUSG00000039100	Marchf6	membrane associated ring-CH-type finger 6 [Source:MGI Symbol%3BAcc:MGI:2442773]
ENSMUSG00000022235	Cmbl	carboxymethylenebutenolidase-like (Pseudomonas) [Source:MGI Symbol%3BAcc:MGI:1916824]
ENSMUSG00000022234	Cct5	chaperonin containing Tcp1%2C subunit 5 (epsilon) [Source:MGI Symbol%3BAcc:MGI:107185]
ENSMUSG00000039065	Atpsckmt	ATP synthase C subunit lysine N-methyltransferase [Source:MGI Symbol%3BAcc:MGI:1915323]
ENSMUSG00000114995	Gm49284	predicted gene%2C 49284 [Source:MGI Symbol%3BAcc:MGI:6118771]
ENSMUSG00000115561	Gm49285	predicted gene%2C 49285 [Source:MGI Symbol%3BAcc:MGI:6118773]
ENSMUSG00000045267	Tas2r119	taste receptor%2C type 2%2C member 119 [Source:MGI Symbol%3BAcc:MGI:2681253]
ENSMUSG00000022231	Sema5a	sema domain%2C seven thrombospondin repeats (type 1 and type 1-like)%2C transmembrane domain (TM) and short cytoplasmic domain%2C (semaphorin) 5A [Source:MGI Symbol%3BAcc:MGI:107556]
ENSMUSG00000022261	Sdc2	syndecan 2 [Source:MGI Symbol%3BAcc:MGI:1349165]
ENSMUSG00000039007	Cpq	carboxypeptidase Q [Source:MGI Symbol%3BAcc:MGI:1889205]
ENSMUSG00000038984	Tspyl5	testis-specific protein%2C Y-encoded-like 5 [Source:MGI Symbol%3BAcc:MGI:2442458]
ENSMUSG00000115318	Gm49089	predicted gene%2C 49089 [Source:MGI Symbol%3BAcc:MGI:6118479]
ENSMUSG00000022255	Mtdh	metadherin [Source:MGI Symbol%3BAcc:MGI:1914404]
ENSMUSG00000115276	9930017N22Rik	RIKEN cDNA 9930017N22 gene [Source:MGI Symbol%3BAcc:MGI:2443961]
ENSMUSG00000022257	Laptm4b	lysosomal-associated protein transmembrane 4B [Source:MGI Symbol%3BAcc:MGI:1890494]
ENSMUSG00000022324	Matn2	matrilin 2 [Source:MGI Symbol%3BAcc:MGI:109613]
ENSMUSG00000094447	9430069I07Rik	RIKEN cDNA 9430069I07 gene [Source:MGI Symbol%3BAcc:MGI:1924608]
ENSMUSG00000058600	Rpl30	ribosomal protein L30 [Source:MGI Symbol%3BAcc:MGI:98037]
ENSMUSG00000115685	D730044K07Rik	RIKEN cDNA D730044K07 gene [Source:MGI Symbol%3BAcc:MGI:1925101]
ENSMUSG00000044726	Erich5	glutamate rich 5 [Source:MGI Symbol%3BAcc:MGI:2447772]
ENSMUSG00000115300	Gm49188	predicted gene%2C 49188 [Source:MGI Symbol%3BAcc:MGI:6118627]
ENSMUSG00000022323	Rida	reactive intermediate imine deaminase A homolog [Source:MGI Symbol%3BAcc:MGI:1095401]
ENSMUSG00000022325	Pop1	processing of precursor 1%2C ribonuclease P/MRP family%2C (S. cerevisiae) [Source:MGI Symbol%3BAcc:MGI:1914974]
ENSMUSG00000038879	Nipal2	NIPA-like domain containing 2 [Source:MGI Symbol%3BAcc:MGI:1924488]
ENSMUSG00000115360	Gm48932	predicted gene%2C 48932 [Source:MGI Symbol%3BAcc:MGI:6118246]
ENSMUSG00000050963	Kcns2	K+ voltage-gated channel%2C subfamily S%2C 2 [Source:MGI Symbol%3BAcc:MGI:1197011]
ENSMUSG00000022329	Stk3	serine/threonine kinase 3 [Source:MGI Symbol%3BAcc:MGI:1928487]
ENSMUSG00000022330	Osr2	odd-skipped related 2 [Source:MGI Symbol%3BAcc:MGI:1930813]
ENSMUSG00000037646	Vps13b	vacuolar protein sorting 13B [Source:MGI Symbol%3BAcc:MGI:1916380]
ENSMUSG00000115314	Gm48966	predicted gene%2C 48966 [Source:MGI Symbol%3BAcc:MGI:6118302]
ENSMUSG00000115144	Gm7968	predicted gene 7968 [Source:MGI Symbol%3BAcc:MGI:3644983]
ENSMUSG00000115837	9130002K18Rik	RIKEN cDNA 9130002K18 gene [Source:MGI Symbol%3BAcc:MGI:1921804]
ENSMUSG00000115340	Gm48965	predicted gene%2C 48965 [Source:MGI Symbol%3BAcc:MGI:6118300]
ENSMUSG00000115793	Gm48961	predicted gene%2C 48961 [Source:MGI Symbol%3BAcc:MGI:6118294]
ENSMUSG00000014313	Cox6c	cytochrome c oxidase subunit 6C [Source:MGI Symbol%3BAcc:MGI:104614]
ENSMUSG00000037627	Rgs22	regulator of G-protein signalling 22 [Source:MGI Symbol%3BAcc:MGI:3613651]
ENSMUSG00000048230	Fbxo43	F-box protein 43 [Source:MGI Symbol%3BAcc:MGI:1926053]
ENSMUSG00000045996	Polr2k	polymerase (RNA) II (DNA directed) polypeptide K [Source:MGI Symbol%3BAcc:MGI:102725]
ENSMUSG00000037617	Spag1	sperm associated antigen 1 [Source:MGI Symbol%3BAcc:MGI:1349387]
ENSMUSG00000022280	Rnf19a	ring finger protein 19A [Source:MGI Symbol%3BAcc:MGI:1353623]
ENSMUSG00000048307	Ankrd46	ankyrin repeat domain 46 [Source:MGI Symbol%3BAcc:MGI:1916089]
ENSMUSG00000115084	Gm49246	predicted gene%2C 49246 [Source:MGI Symbol%3BAcc:MGI:6118714]
ENSMUSG00000013611	Snx31	sorting nexin 31 [Source:MGI Symbol%3BAcc:MGI:1913946]
ENSMUSG00000022283	Pabpc1	poly(A) binding protein%2C cytoplasmic 1 [Source:MGI Symbol%3BAcc:MGI:1349722]
ENSMUSG00000022285	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein%2C zeta polypeptide [Source:MGI Symbol%3BAcc:MGI:109484]
ENSMUSG00000062397	Zfp706	zinc finger protein 706 [Source:MGI Symbol%3BAcc:MGI:1915286]
ENSMUSG00000022286	Grhl2	grainyhead like transcription factor 2 [Source:MGI Symbol%3BAcc:MGI:2182543]
ENSMUSG00000051359	Ncald	neurocalcin delta [Source:MGI Symbol%3BAcc:MGI:1196326]
ENSMUSG00000022288	4930447A16Rik	RIKEN cDNA 4930447A16 gene [Source:MGI Symbol%3BAcc:MGI:1922142]
ENSMUSG00000115095	Gm49311	predicted gene%2C 49311 [Source:MGI Symbol%3BAcc:MGI:6118815]
ENSMUSG00000022292	Rrm2b	ribonucleotide reductase M2 B (TP53 inducible) [Source:MGI Symbol%3BAcc:MGI:2155865]
ENSMUSG00000037487	Ubr5	ubiquitin protein ligase E3 component n-recognin 5 [Source:MGI Symbol%3BAcc:MGI:1918040]
ENSMUSG00000061923	Odf1	outer dense fiber of sperm tails 1 [Source:MGI Symbol%3BAcc:MGI:97424]
ENSMUSG00000115437	Gm49314	predicted gene%2C 49314 [Source:MGI Symbol%3BAcc:MGI:6118821]
ENSMUSG00000037465	Klf10	Kruppel-like factor 10 [Source:MGI Symbol%3BAcc:MGI:1101353]
ENSMUSG00000037458	Azin1	antizyme inhibitor 1 [Source:MGI Symbol%3BAcc:MGI:1859169]
ENSMUSG00000022295	Atp6v1c1	ATPase%2C H+ transporting%2C lysosomal V1 subunit C1 [Source:MGI Symbol%3BAcc:MGI:1913585]
ENSMUSG00000022296	Baalc	brain and acute leukemia%2C cytoplasmic [Source:MGI Symbol%3BAcc:MGI:1928704]
ENSMUSG00000022297	Fzd6	frizzled class receptor 6 [Source:MGI Symbol%3BAcc:MGI:108474]
ENSMUSG00000054196	Cthrc1	collagen triple helix repeat containing 1 [Source:MGI Symbol%3BAcc:MGI:1915838]
ENSMUSG00000022299	Slc25a32	solute carrier family 25%2C member 32 [Source:MGI Symbol%3BAcc:MGI:1917156]
ENSMUSG00000022300	Dcaf13	DDB1 and CUL4 associated factor 13 [Source:MGI Symbol%3BAcc:MGI:2684929]
ENSMUSG00000037386	Rims2	regulating synaptic membrane exocytosis 2 [Source:MGI Symbol%3BAcc:MGI:2152972]
ENSMUSG00000022303	Dcstamp	dendrocyte expressed seven transmembrane protein [Source:MGI Symbol%3BAcc:MGI:1923016]
ENSMUSG00000022304	Dpys	dihydropyrimidinase [Source:MGI Symbol%3BAcc:MGI:1928679]
ENSMUSG00000022305	Lrp12	low density lipoprotein-related protein 12 [Source:MGI Symbol%3BAcc:MGI:2443132]
ENSMUSG00000115739	Gm49254	predicted gene%2C 49254 [Source:MGI Symbol%3BAcc:MGI:6118725]
ENSMUSG00000094112	9330182O14Rik	RIKEN cDNA 9330182O14 gene [Source:MGI Symbol%3BAcc:MGI:3045378]
ENSMUSG00000022306	Zfpm2	zinc finger protein%2C multitype 2 [Source:MGI Symbol%3BAcc:MGI:1334444]
ENSMUSG00000116397	Gm49525	predicted gene%2C 49525 [Source:MGI Symbol%3BAcc:MGI:6155223]
ENSMUSG00000115975	Gm49526	predicted gene%2C 49526 [Source:MGI Symbol%3BAcc:MGI:6155225]
ENSMUSG00000115898	Gm49524	predicted gene%2C 49524 [Source:MGI Symbol%3BAcc:MGI:6155221]
ENSMUSG00000022307	Oxr1	oxidation resistance 1 [Source:MGI Symbol%3BAcc:MGI:2179326]
ENSMUSG00000042895	Abra	actin-binding Rho activating protein [Source:MGI Symbol%3BAcc:MGI:2444891]
ENSMUSG00000116199	Gm49438	predicted gene%2C 49438 [Source:MGI Symbol%3BAcc:MGI:6155081]
ENSMUSG00000022309	Angpt1	angiopoietin 1 [Source:MGI Symbol%3BAcc:MGI:108448]
ENSMUSG00000051920	Rspo2	R-spondin 2 [Source:MGI Symbol%3BAcc:MGI:1922667]
ENSMUSG00000022336	Eif3e	eukaryotic translation initiation factor 3%2C subunit E [Source:MGI Symbol%3BAcc:MGI:99257]
ENSMUSG00000022337	Emc2	ER membrane protein complex subunit 2 [Source:MGI Symbol%3BAcc:MGI:1913986]
ENSMUSG00000054409	Tmem74	transmembrane protein 74 [Source:MGI Symbol%3BAcc:MGI:2443417]
ENSMUSG00000038760	Trhr	thyrotropin releasing hormone receptor [Source:MGI Symbol%3BAcc:MGI:98824]
ENSMUSG00000038736	Nudcd1	NudC domain containing 1 [Source:MGI Symbol%3BAcc:MGI:1914679]
ENSMUSG00000022338	Eny2	ENY2 transcription and export complex 2 subunit [Source:MGI Symbol%3BAcc:MGI:1919286]
ENSMUSG00000038725	Pkhd1l1	polycystic kidney and hepatic disease 1-like 1 [Source:MGI Symbol%3BAcc:MGI:2183153]
ENSMUSG00000022339	Ebag9	estrogen receptor-binding fragment-associated gene 9 [Source:MGI Symbol%3BAcc:MGI:1859920]
ENSMUSG00000022340	Sybu	syntabulin (syntaxin-interacting) [Source:MGI Symbol%3BAcc:MGI:2442392]
ENSMUSG00000022342	Kcnv1	potassium channel%2C subfamily V%2C member 1 [Source:MGI Symbol%3BAcc:MGI:1914748]
ENSMUSG00000022311	Csmd3	CUB and Sushi multiple domains 3 [Source:MGI Symbol%3BAcc:MGI:2386403]
ENSMUSG00000038679	Trps1	transcriptional repressor GATA binding 1 [Source:MGI Symbol%3BAcc:MGI:1927616]
ENSMUSG00000022312	Eif3h	eukaryotic translation initiation factor 3%2C subunit H [Source:MGI Symbol%3BAcc:MGI:1915385]
ENSMUSG00000022313	Utp23	UTP23 small subunit processome component [Source:MGI Symbol%3BAcc:MGI:1925831]
ENSMUSG00000022314	Rad21	RAD21 cohesin complex component [Source:MGI Symbol%3BAcc:MGI:108016]
ENSMUSG00000068522	Aard	alanine and arginine rich domain containing protein [Source:MGI Symbol%3BAcc:MGI:2181621]
ENSMUSG00000022315	Slc30a8	solute carrier family 30 (zinc transporter)%2C member 8 [Source:MGI Symbol%3BAcc:MGI:2442682]
ENSMUSG00000038622	Med30	mediator complex subunit 30 [Source:MGI Symbol%3BAcc:MGI:1917040]
ENSMUSG00000061731	Ext1	exostosin glycosyltransferase 1 [Source:MGI Symbol%3BAcc:MGI:894663]
ENSMUSG00000058656	Samd12	sterile alpha motif domain containing 12 [Source:MGI Symbol%3BAcc:MGI:2444518]
ENSMUSG00000063727	Tnfrsf11b	tumor necrosis factor receptor superfamily%2C member 11b (osteoprotegerin) [Source:MGI Symbol%3BAcc:MGI:109587]
ENSMUSG00000038591	Colec10	collectin sub-family member 10 [Source:MGI Symbol%3BAcc:MGI:3606482]
ENSMUSG00000024479	Mal2	mal%2C T cell differentiation protein 2 [Source:MGI Symbol%3BAcc:MGI:2146021]
ENSMUSG00000037362	Ccn3	cellular communication network factor 3 [Source:MGI Symbol%3BAcc:MGI:109185]
ENSMUSG00000022425	Enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:MGI Symbol%3BAcc:MGI:1321390]
ENSMUSG00000037343	Taf2	TATA-box binding protein associated factor 2 [Source:MGI Symbol%3BAcc:MGI:2443028]
ENSMUSG00000022422	Dscc1	DNA replication and sister chromatid cohesion 1 [Source:MGI Symbol%3BAcc:MGI:1919357]
ENSMUSG00000022419	Deptor	DEP domain containing MTOR-interacting protein [Source:MGI Symbol%3BAcc:MGI:2146322]
ENSMUSG00000022371	Col14a1	collagen%2C type XIV%2C alpha 1 [Source:MGI Symbol%3BAcc:MGI:1341272]
ENSMUSG00000022370	Mrpl13	mitochondrial ribosomal protein L13 [Source:MGI Symbol%3BAcc:MGI:2137218]
